// Created with X3 Editor 2 (2.0.27.0)
// Plugin T File Editor (1.1.19.0)
47;115;
27;166;0;0;0;0;2043;4;8;25;7;3;9;0;1052;0;SS_WARE_TECH204;
27;167;0;0;0;1;2053;4;208;15;7;2;208;-100;1011;0;SS_WARE_TECH205;
27;168;0;0;0;2;2063;5;120;24;7;2;100;0;1037;0;SS_WARE_TECH206;
27;169;0;0;0;3;2073;2;480;13;7;1;360;0;1027;0;SS_WARE_TECH207;
27;170;0;0;0;4;2083;1;48;26;7;1;48;0;1009;0;SS_WARE_TECH208;
28;390;0;0;0;5;2393;1;110;40;25;1;110;-100;0;0;SS_WARE_TECH239;
28;99;0;0;0;6;3883;6;750;50;50;1;750;-100;1041;0;SS_WARE_SLAVE;
28;502;0;0;0;7;3893;3;240;14;20;2;264;-100;1119;0;SS_WARE_SATELLITE;
28;501;0;0;0;8;3913;5;360;27;20;3;340;33;1047;0;SS_WARE_MINE_1;
28;504;0;0;0;9;3861;100;24576;17;10;4;24576;33;0;0;SS_WARE_ORBITALLASER;
28;503;0;0;0;10;3933;2;3600;21;10;2;3600;33;1117;0;SS_WARE_FIGHTDRONE;
28;153;0;0;0;11;2093;0;20;9;50;0;20;-100;0;0;SS_WARE_TECH209;
28;413;0;0;0;12;2753;0;44;9;5;0;44;-100;1029;0;SS_WARE_TECH275;
28;415;0;0;0;13;2763;0;1840;9;5;0;1840;1000;1019;0;SS_WARE_TECH276;
28;414;0;0;0;14;2773;0;32;9;5;0;32;0;1049;0;SS_WARE_TECH277;
28;502;0;0;0;15;5743;0;14132;5;20;0;14132;333;0;0;SS_WARE_CCDSMK1;
28;486;0;0;0;16;2513;0;0;9;5;0;0;-100;1100;0;SS_WARE_TECH251;
28;487;0;0;0;17;2133;0;0;9;5;0;0;-100;1102;0;SS_WARE_TECH213;
28;488;0;0;0;18;2463;0;0;9;5;0;0;-100;1118;0;SS_WARE_TECH246;
28;489;0;0;0;19;2413;0;67;9;5;0;67;33;1013;0;SS_WARE_TECH241;
28;502;0;0;0;20;5745;0;202796;5;20;0;202796;1000;0;0;SS_WARE_CCDSMK2;
28;491;0;0;0;21;5821;1;8640;9;5;2;8640;1000;1022;0;SS_WARE_JUMPDRIVECORE;
28;492;0;0;0;22;2423;0;190;9;5;0;190;0;0;0;SS_WARE_TECH242;
28;493;0;0;0;23;2313;0;9;9;5;0;9;-100;1040;0;SS_WARE_TECH231;
28;502;0;0;0;24;5747;0;456821;5;20;0;456821;3333;0;0;SS_WARE_CCDSMK3;
28;502;0;0;0;25;5823;0;115;5;20;0;115;0;0;0;SS_WARE_DOCKING_TRANSPORTER_EXTENSION;
28;408;0;0;0;26;2103;0;270;9;1;0;270;1000;1111;0;SS_WARE_L_A;
28;409;0;0;0;27;2203;0;270;9;1;0;270;1000;1112;0;SS_WARE_L_B;
28;410;0;0;0;28;2303;0;270;9;1;0;270;1000;1110;0;SS_WARE_L_S;
28;411;0;0;0;29;2403;0;270;9;1;0;270;1000;1113;0;SS_WARE_L_P;
28;412;0;0;0;30;2503;0;270;9;1;0;270;1000;1114;0;SS_WARE_L_T;
28;153;0;0;0;31;1;0;270;9;1;0;270;-100000;1043;0;SS_WARE_LOGBOOK;
28;596;0;0;0;32;3993;0;80;9;20;0;80;0;1002;0;SS_WARE_BESTBUY;
28;597;0;0;0;33;3903;0;70;9;20;0;70;0;1003;0;SS_WARE_BESTSELL;
28;497;0;0;0;34;3973;0;29902;5;20;0;29902;33;1050;0;SS_WARE_BEAMING;
28;496;0;0;0;35;3983;0;95;5;20;3;95;33;1022;0;SS_WARE_WARPING;
28;153;0;0;0;36;5815;0;270;9;1;0;270;1000;1114;0;SS_WARE_GONER_LICENSE;
28;153;0;0;0;37;5817;0;270;9;1;0;270;1000;1114;0;SS_WARE_USC_LICENSE;
28;153;0;0;0;38;5819;1;270;9;1;1;270;-100000;0;0;SS_WARE_ATF_LICENSE;
28;511;0;0;0;39;3943;0;100;1;30;0;100;-100;1005;0;SS_WARE_LIFESUPPORT;
28;510;0;0;0;40;3953;0;40;1;10;0;40;-100;1009;0;SS_WARE_BOOST;
28;512;0;0;0;41;1;0;350;1;40;0;350;-100;1123;0;SS_WARE_STRAFE;
28;0;0;0;0;50;4963;2;720;13;7;1;540;33;1025;0;SS_WARE_ARTIFICIAL_FERTILIZER;
28;153;0;0;0;42;1;1;100;1;1;1;100;-100000;0;0;SS_WARE_LID;
28;976;0;0;0;43;1;1;72;1;10;1;72;33;1117;0;SS_WARE_CAMERADRONE;
28;975;0;0;0;44;4813;4;480;18;20;2;432;0;1119;0;SS_WARE_SATELLITE2;
28;0;0;0;0;49;4863;5;1000;3;5;1;1000;-100;0;0;SS_WARE_SPACEFLYCOLLECTOR;
28;973;0;0;0;45;4823;50;253;3;5;4;253;-100;1033;0;SS_WARE_ORECOLLECTOR;
28;974;0;0;0;46;1;2;100;1;1;1;100;-100000;0;0;SS_WARE_CAMOUFLAGE;
28;977;0;0;0;47;1;1;100;1;1;1;100;-100000;0;0;SS_WARE_LFLSCANNER;
28;979;0;0;0;48;1;4;25000;1;5;2;25000;-100000;0;0;SS_WARE_GATELESSJUMP;
28;0;0;0;0;51;5453;0;77;1;5;2;77;0;1014;0;SS_WARE_SCANNER2;
28;0;0;0;0;52;5463;0;4000;1;5;4;4000;33;1127;0;SS_WARE_SCANNER3;
28;0;0;0;0;53;5673;0;105;1;5;0;105;0;1043;0;SS_WARE_SW_NAV_1;
28;0;0;0;0;54;5683;0;91;1;5;0;91;0;1043;0;SS_WARE_SW_TRADE_1;
28;0;0;0;0;55;5693;0;163;1;5;0;163;0;1043;0;SS_WARE_SW_TRADE_2;
28;0;0;0;0;56;5713;0;86;1;5;0;86;33;1043;0;SS_WARE_SW_FIGHT_1;
28;0;0;0;0;57;5723;0;172;1;5;0;172;333;1043;0;SS_WARE_SW_FIGHT_2;
28;0;0;0;0;58;5733;0;150;1;5;0;150;0;1043;0;SS_WARE_SW_SPECIAL_1;
28;0;0;0;0;59;5753;0;22804;1;1;0;22804;-100000;0;0;SS_WARE_SW_RSCS;
28;0;0;0;0;60;5763;0;33232;1;1;0;33232;0;1043;0;SS_WARE_SW_NEW2;
28;0;0;0;0;61;5805;0;1346761;1;1;5;1346761;3333;1043;0;SS_WARE_ASTEROIDTRACTORSYSTEM;
28;0;0;0;0;62;5783;0;130;1;1;4;130;333;0;0;SS_WARE_JUMPDRIVE_QUANTIFIER;
28;0;0;0;0;63;5793;0;420;1;1;0;420;333;0;0;SS_WARE_SW_TRADE_RUN_EXTENSION;
28;0;0;0;0;64;5803;0;201;1;1;0;201;333;0;0;SS_WARE_SW_STATIONAGENT;
28;0;0;0;0;65;5813;0;51761;1;1;0;383;1000;1022;0;SS_WARE_EMERGENCY_RETREAT_DRIVE;
28;0;0;0;0;66;1;0;1389;1;1;0;1389;-100000;1043;0;SS_WARE_SW_NEW8;
28;0;0;0;0;67;1;0;14649;1;1;0;3396;-100000;0;0;SS_WARE_SW_NEW9;
28;0;0;0;0;68;1;0;4215;1;1;0;4215;-100000;0;0;SS_WARE_SW_NEW10;
28;0;0;0;0;69;1;0;5635;1;1;0;5635;-100000;0;0;SS_WARE_SW_NEW11;
28;0;0;0;0;70;1;0;65735;1;1;0;65735;-100000;0;0;SS_WARE_SW_NEW12;
28;0;0;0;0;71;5873;0;190;1;1;0;190;333;1043;0;SS_WARE_SW_NEW13;
28;0;0;0;0;72;1;0;21428;1;1;0;21428;0;1043;0;SS_WARE_SW_NEW14;
28;0;0;0;0;73;1;0;324515;1;1;0;324515;-100000;0;0;SS_WARE_SW_NEW15;
28;0;0;0;0;74;1;0;638508;1;1;0;638508;-100000;0;0;SS_WARE_SW_NEW16;
28;0;0;0;0;75;1;0;225755;1;1;0;225755;-100000;0;0;SS_WARE_SW_NEW17;
28;0;0;0;0;76;1;0;1931535;1;1;0;1931535;1000;0;0;SS_WARE_SW_NEW18;
28;0;0;0;0;77;1;0;2209150;1;1;0;2209150;-100000;0;0;SS_WARE_SW_NEW19;
28;0;0;0;0;78;1;0;6727565;1;1;0;6727565;-100000;0;0;SS_WARE_SW_NEW20;
180;180;0;0;0;79;6153;0;1;1;1;0;1;-100;1101;0;SS_WARE_CREDITS;
28;0;0;0;0;0;7741;3;960;27;20;2;960;-100000;1043;0;SS_WARE_FREIGHTDRONE;
28;0;0;0;0;81;15003;0;6845;1;5;0;6845;0;1043;0;SS_WARE_SW_SUPPLY_1;
28;0;0;0;0;82;15013;0;105;1;5;0;105;0;1043;0;SS_WARE_SW_EXPLORE_1;
28;0;0;0;0;83;15023;0;105;1;5;0;105;0;1043;0;SS_WARE_SW_PATROL_1;
28;0;0;0;0;84;15033;0;105;1;5;0;105;0;1043;0;SS_WARE_SW_CARRIER_1;
28;0;0;0;0;85;1;0;105;1;5;0;105;0;1043;0;SS_WARE_SW_X3TC_1;
28;0;0;0;0;86;1;0;105;1;5;0;105;0;1043;0;SS_WARE_SW_X3TC_2;
28;0;0;0;0;87;1;0;105;1;5;0;105;0;1043;0;SS_WARE_SW_X3TC_3;
28;0;0;0;0;88;1;0;105;1;5;0;105;0;1043;0;SS_WARE_SW_X3TC_4;
28;0;0;0;0;89;76086;0;105000;1;5;0;105000;3333;0;0;SS_WARE_TRANSMUTER;
28;415;0;0;0;90;16941;0;475;5;20;0;475;33;1019;0;SS_WARE_BLUEPRINTSCANNER;
27;166;0;0;0;91;16153;4;1200;13;7;2;900;0;1052;0;SS_WARE_MEDICAL_EQUIPMENT;
